num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
8392;08/01/2013;12/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;1838.23;Concluída
8393;09/01/2013;17/01/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Boleto Bancário;4033.34;Concluída
8395;10/01/2013;20/01/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Débito;796.20;Concluída
8396;10/01/2013;14/01/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Crédito;11895.40;Concluída
8397;10/01/2013;25/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;2925.99;Concluída
8398;10/01/2013;15/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Boleto Bancário;9501.18;Concluída
8400;10/01/2013;19/01/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Casa e Construção;Transferência Eletrônica;573.86;Concluída
8401;11/01/2013;21/01/2013;SC;Sul;Roberta Camargo;João Lima;Esporte e Lazer;Boleto Bancário;3544.97;Concluída
8403;11/01/2013;19/01/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Cartão de Crédito;1306.35;Concluída
8404;11/01/2013;18/01/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;686.95;Concluída
8405;11/01/2013;22/01/2013;PI;Nordeste;Raimundo Moraes;Gerson Melo;Esporte e Lazer;Cartão de Crédito;1683.89;Concluída
8407;12/01/2013;25/01/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Transferência Eletrônica;4735.90;Concluída
8410;13/01/2013;16/01/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;10598.18;Concluída
8411;13/01/2013;22/01/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Utilidades Domésticas;Cartão de Crédito;542.20;Concluída
8412;14/01/2013;22/01/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Crédito;1064.32;Concluída
8413;14/01/2013;26/01/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Cartão de Crédito;11500.44;Concluída
8414;15/01/2013;22/01/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Esporte e Lazer;Cartão de Crédito;1762.30;Concluída
8415;15/01/2013;19/01/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrodomésticos;Cartão de Crédito;1564.47;Concluída
8416;15/01/2013;17/01/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Transferência Eletrônica;1168.52;Cancelada
8417;16/01/2013;19/01/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Crédito;10368.75;Concluída
8418;18/01/2013;28/01/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Boleto Bancário;3276.32;Concluída
8419;18/01/2013;27/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Boleto Bancário;9671.16;Concluída
8420;19/01/2013;30/01/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;12134.19;Concluída
8421;19/01/2013;29/01/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Crédito;4317.39;Concluída
8422;19/01/2013;03/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;4697.25;Concluída
8423;20/01/2013;26/01/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Boleto Bancário;13282.28;Concluída
8424;20/01/2013;23/01/2013;SC;Sul;Roberta Camargo;João Lima;Utilidades Domésticas;Cartão de Débito;487.66;Cancelada
8427;20/01/2013;24/01/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;757.52;Concluída
8428;21/01/2013;29/01/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Boleto Bancário;2671.36;Concluída
8431;21/01/2013;31/01/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrodomésticos;Cartão de Débito;1076.97;Cancelada
8432;22/01/2013;24/01/2013;PI;Nordeste;Raimundo Moraes;Gerson Melo;Esporte e Lazer;Cartão de Débito;1000.72;Concluída
8433;22/01/2013;28/01/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Cartão de Crédito;1146.85;Concluída
8435;23/01/2013;03/02/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Roupas e Acessórios;Cartão de Crédito;327.24;Cancelada
8437;23/01/2013;26/01/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Boleto Bancário;12418.21;Concluída
8438;23/01/2013;26/01/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Crédito;2384.69;Cancelada
8439;24/01/2013;29/01/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;4415.43;Concluída
8440;24/01/2013;31/01/2013;PA;Norte;Elenice Mendes;Luíza Campos;Eletrodomésticos;Cartão de Crédito;1741.58;Concluída
8441;24/01/2013;01/02/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Esporte e Lazer;Cartão de Crédito;1398.98;Concluída
8442;25/01/2013;29/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;5079.97;Concluída
8443;25/01/2013;29/01/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;1912.10;Concluída
8444;25/01/2013;07/02/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Transferência Eletrônica;10219.05;Concluída
8445;25/01/2013;05/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;3081.59;Concluída
8447;26/01/2013;05/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Transferência Eletrônica;1345.81;Cancelada
8448;26/01/2013;31/01/2013;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Esporte e Lazer;Cartão de Crédito;1167.96;Concluída
8449;27/01/2013;01/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Móveis e Decoração;Boleto Bancário;5676.70;Concluída
8450;27/01/2013;09/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;2686.87;Concluída
8453;28/01/2013;05/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Boleto Bancário;499.31;Concluída
8454;29/01/2013;08/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Débito;2148.67;Concluída
8455;30/01/2013;01/02/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Roupas e Acessórios;Cartão de Débito;535.78;Concluída
8457;30/01/2013;01/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Esporte e Lazer;Transferência Eletrônica;2808.60;Concluída
8459;30/01/2013;09/02/2013;TO;Norte;Elenice Mendes;Armando Cabral;Casa e Construção;Boleto Bancário;8339.03;Concluída
8461;30/01/2013;10/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Transferência Eletrônica;549.13;Concluída
8462;31/01/2013;06/02/2013;PA;Norte;Elenice Mendes;Luíza Campos;Eletrodomésticos;Cartão de Débito;4247.42;Concluída
8463;31/01/2013;13/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Boleto Bancário;5954.57;Concluída
8466;31/01/2013;10/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrodomésticos;Boleto Bancário;2595.47;Concluída
8467;01/02/2013;05/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;3356.33;Concluída
8468;01/02/2013;04/02/2013;PA;Norte;Elenice Mendes;Luíza Campos;Roupas e Acessórios;Cartão de Débito;74.44;Concluída
8469;01/02/2013;16/02/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Transferência Eletrônica;10103.72;Concluída
8470;02/02/2013;10/02/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Cartão de Crédito;392.01;Concluída
8471;02/02/2013;06/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Boleto Bancário;1561.31;Concluída
8472;02/02/2013;05/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Crédito;3281.44;Concluída
8475;02/02/2013;05/02/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Cartão de Débito;6875.69;Concluída
8478;03/02/2013;06/02/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Casa e Construção;Cartão de Débito;5737.82;Concluída
8480;03/02/2013;05/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;885.57;Concluída
8481;03/02/2013;10/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Transferência Eletrônica;427.17;Concluída
8482;03/02/2013;11/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;9061.23;Concluída
8483;03/02/2013;13/02/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Transferência Eletrônica;5500.28;Concluída
8484;03/02/2013;07/02/2013;AM;Norte;Elenice Mendes;Daniel Leite;Casa e Construção;Cartão de Crédito;1344.91;Concluída
8485;04/02/2013;14/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Débito;537.68;Concluída
8486;04/02/2013;18/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Boleto Bancário;5219.52;Concluída
8487;04/02/2013;14/02/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Crédito;2184.78;Concluída
8490;05/02/2013;10/02/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Boleto Bancário;2957.51;Concluída
8491;05/02/2013;12/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Transferência Eletrônica;1418.13;Concluída
8492;06/02/2013;11/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Móveis e Decoração;Boleto Bancário;2901.37;Concluída
8493;06/02/2013;09/02/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Utilidades Domésticas;Cartão de Débito;2081.86;Concluída
8494;07/02/2013;11/02/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Cartão de Débito;12535.59;Concluída
8495;07/02/2013;10/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;1049.52;Concluída
8496;07/02/2013;09/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;2520.26;Concluída
8497;07/02/2013;20/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrodomésticos;Cartão de Crédito;2584.51;Concluída
8498;08/02/2013;17/02/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;11392.07;Concluída
8499;08/02/2013;12/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Roupas e Acessórios;Cartão de Crédito;479.05;Concluída
8500;08/02/2013;10/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Crédito;1870.70;Concluída
8503;08/02/2013;16/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;695.34;Concluída
8504;09/02/2013;13/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Roupas e Acessórios;Cartão de Débito;420.60;Concluída
8505;09/02/2013;19/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Cartão de Crédito;1199.41;Concluída
8508;09/02/2013;18/02/2013;AM;Norte;Elenice Mendes;Daniel Leite;Móveis e Decoração;Cartão de Crédito;3847.73;Concluída
8509;09/02/2013;18/02/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Transferência Eletrônica;444.04;Concluída
8510;09/02/2013;14/02/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Casa e Construção;Cartão de Débito;9433.69;Concluída
8513;10/02/2013;16/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;1383.20;Concluída
8514;10/02/2013;18/02/2013;PA;Norte;Elenice Mendes;Luíza Campos;Móveis e Decoração;Cartão de Crédito;4456.97;Concluída
8515;10/02/2013;12/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Utilidades Domésticas;Cartão de Crédito;1838.47;Cancelada
8516;10/02/2013;14/02/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Boleto Bancário;1198.61;Concluída
8517;11/02/2013;17/02/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Roupas e Acessórios;Cartão de Crédito;220.66;Concluída
8518;11/02/2013;17/02/2013;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Cartão de Débito;12810.80;Concluída
8519;12/02/2013;16/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Boleto Bancário;1252.49;Cancelada
8522;12/02/2013;20/02/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrônicos;Cartão de Crédito;3683.21;Concluída
8523;12/02/2013;19/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;5574.86;Concluída
8524;13/02/2013;19/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Crédito;184.86;Concluída
8525;14/02/2013;18/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;4465.98;Concluída
8526;14/02/2013;22/02/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Transferência Eletrônica;3646.30;Concluída
8527;14/02/2013;21/02/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Casa e Construção;Cartão de Débito;1772.76;Concluída
8528;14/02/2013;20/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Cartão de Débito;448.78;Concluída
8529;15/02/2013;19/02/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Débito;3855.43;Concluída
8530;15/02/2013;18/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Crédito;2937.17;Concluída
8531;16/02/2013;25/02/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;4651.55;Concluída
8532;16/02/2013;24/02/2013;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Cartão de Crédito;244.71;Concluída
8533;16/02/2013;22/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Transferência Eletrônica;2261.29;Concluída
8534;16/02/2013;26/02/2013;TO;Norte;Elenice Mendes;Armando Cabral;Casa e Construção;Cartão de Débito;1963.58;Concluída
8537;17/02/2013;25/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;904.72;Concluída
8540;18/02/2013;22/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Transferência Eletrônica;4344.34;Concluída
8541;18/02/2013;23/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;1882.16;Concluída
8542;18/02/2013;28/02/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Utilidades Domésticas;Boleto Bancário;1643.47;Concluída
8545;19/02/2013;25/02/2013;SC;Sul;Roberta Camargo;João Lima;Esporte e Lazer;Cartão de Crédito;417.01;Concluída
8546;20/02/2013;23/02/2013;TO;Norte;Elenice Mendes;Armando Cabral;Casa e Construção;Transferência Eletrônica;3308.54;Concluída
8547;20/02/2013;02/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;1465.42;Concluída
8549;21/02/2013;23/02/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Esporte e Lazer;Cartão de Crédito;539.93;Concluída
8550;21/02/2013;23/02/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Móveis e Decoração;Cartão de Débito;4350.53;Concluída
8551;21/02/2013;24/02/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;10045.53;Concluída
8552;23/02/2013;05/03/2013;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Cartão de Crédito;2974.43;Concluída
8553;23/02/2013;25/02/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Utilidades Domésticas;Cartão de Débito;1765.82;Concluída
8554;24/02/2013;10/03/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Crédito;667.68;Cancelada
8555;24/02/2013;04/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Utilidades Domésticas;Cartão de Crédito;1440.05;Concluída
8556;25/02/2013;05/03/2013;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Utilidades Domésticas;Boleto Bancário;1181.60;Concluída
8557;26/02/2013;28/02/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;9174.20;Concluída
8559;26/02/2013;28/02/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Débito;1147.73;Concluída
8560;26/02/2013;09/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Crédito;1517.87;Concluída
8563;27/02/2013;13/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Débito;2528.32;Concluída
8566;27/02/2013;03/03/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Crédito;5500.40;Concluída
8567;28/02/2013;10/03/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Roupas e Acessórios;Cartão de Crédito;205.99;Concluída
8568;28/02/2013;02/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Crédito;4662.52;Concluída
8569;28/02/2013;02/03/2013;RO;Norte;Elenice Mendes;Dorival da Silva;Esporte e Lazer;Boleto Bancário;2279.10;Concluída
8570;28/02/2013;07/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Esporte e Lazer;Cartão de Crédito;1792.58;Concluída
8571;01/03/2013;06/03/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Crédito;9770.08;Concluída
8572;01/03/2013;04/03/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Cartão de Crédito;3592.73;Concluída
8573;02/03/2013;05/03/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Boleto Bancário;10497.59;Concluída
8575;03/03/2013;07/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;2380.42;Concluída
8576;03/03/2013;12/03/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Boleto Bancário;1168.84;Concluída
8577;03/03/2013;15/03/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Transferência Eletrônica;6992.10;Cancelada
8580;03/03/2013;07/03/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Utilidades Domésticas;Cartão de Crédito;1403.22;Concluída
8581;03/03/2013;12/03/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;7228.84;Concluída
8582;04/03/2013;11/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Crédito;5685.04;Concluída
8585;04/03/2013;06/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Cartão de Crédito;675.82;Concluída
8586;04/03/2013;14/03/2013;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Roupas e Acessórios;Cartão de Crédito;178.31;Concluída
8587;05/03/2013;07/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Boleto Bancário;675.15;Concluída
8590;05/03/2013;13/03/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Cartão de Crédito;2600.49;Concluída
8591;05/03/2013;19/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;452.93;Cancelada
8593;06/03/2013;14/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Boleto Bancário;2368.45;Concluída
8596;06/03/2013;14/03/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Boleto Bancário;4542.04;Concluída
8597;06/03/2013;09/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Crédito;7679.04;Concluída
8598;07/03/2013;20/03/2013;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Cartão de Crédito;1126.33;Concluída
8600;07/03/2013;21/03/2013;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;6857.36;Concluída
8601;07/03/2013;21/03/2013;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Roupas e Acessórios;Cartão de Débito;202.77;Concluída
8602;07/03/2013;17/03/2013;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Cartão de Crédito;4564.68;Cancelada
8605;07/03/2013;15/03/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Crédito;1510.11;Concluída
8608;07/03/2013;20/03/2013;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrônicos;Transferência Eletrônica;7057.51;Concluída
8609;08/03/2013;12/03/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Crédito;323.58;Concluída
8611;08/03/2013;15/03/2013;SC;Sul;Roberta Camargo;João Lima;Móveis e Decoração;Boleto Bancário;5173.98;Concluída
8612;09/03/2013;18/03/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;9921.05;Concluída
8613;09/03/2013;19/03/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Móveis e Decoração;Cartão de Crédito;1125.03;Concluída
8616;09/03/2013;24/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;4924.12;Concluída
8617;09/03/2013;14/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Débito;302.86;Concluída
8619;10/03/2013;21/03/2013;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Cartão de Crédito;2306.37;Concluída
8620;10/03/2013;20/03/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Móveis e Decoração;Boleto Bancário;6190.59;Cancelada
8622;10/03/2013;12/03/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Crédito;8340.50;Concluída
8623;10/03/2013;19/03/2013;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Casa e Construção;Cartão de Débito;1975.15;Concluída
8624;11/03/2013;13/03/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Transferência Eletrônica;4826.84;Concluída
8625;11/03/2013;19/03/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Cartão de Crédito;895.64;Concluída
8626;11/03/2013;21/03/2013;PA;Norte;Elenice Mendes;Luíza Campos;Eletrodomésticos;Cartão de Crédito;373.63;Concluída
8628;11/03/2013;15/03/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Utilidades Domésticas;Cartão de Crédito;2102.20;Concluída
8631;11/03/2013;20/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Débito;2035.58;Concluída
8632;11/03/2013;16/03/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrônicos;Cartão de Crédito;7507.60;Concluída
8633;11/03/2013;13/03/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;6173.90;Concluída
8634;12/03/2013;19/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Débito;246.84;Concluída
8636;12/03/2013;14/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;10886.12;Concluída
8638;12/03/2013;16/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;6739.97;Concluída
8639;12/03/2013;14/03/2013;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrodomésticos;Cartão de Crédito;325.67;Concluída
8640;12/03/2013;17/03/2013;TO;Norte;Elenice Mendes;Armando Cabral;Utilidades Domésticas;Cartão de Débito;1226.48;Concluída
8641;12/03/2013;19/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;5775.99;Concluída
8643;13/03/2013;25/03/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Transferência Eletrônica;3173.46;Concluída
8644;13/03/2013;22/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Crédito;8496.32;Concluída
8645;13/03/2013;18/03/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Utilidades Domésticas;Cartão de Crédito;614.43;Concluída
8646;13/03/2013;16/03/2013;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Débito;13658.41;Concluída
8647;14/03/2013;23/03/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrodomésticos;Cartão de Débito;1113.05;Concluída
8649;14/03/2013;25/03/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Transferência Eletrônica;3692.85;Concluída
8652;14/03/2013;18/03/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;12177.18;Concluída
8653;14/03/2013;24/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;5991.07;Concluída
8654;14/03/2013;20/03/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Utilidades Domésticas;Cartão de Débito;1710.60;Concluída
8655;14/03/2013;23/03/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Crédito;4588.58;Concluída
8656;15/03/2013;24/03/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Boleto Bancário;1888.79;Concluída
8657;15/03/2013;24/03/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Crédito;1733.36;Concluída
8659;17/03/2013;30/03/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Débito;2362.84;Concluída
8660;17/03/2013;23/03/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Cartão de Crédito;440.45;Concluída
